"gender","ht"
"F",58.5031043459434
"F",57.9609296361788
"F",62.0501494960028
"F",73.9756912493338
"F",62.904887886082
"F",65.0002435572772
"F",62.4888952912637
"F",62.5417207946237
"F",56.2692048903843
"F",58.4249304845903
"F",55.0101676916506
"F",58.9481289832011
"F",51.0818512716508
"F",62.059277872601
"F",74.5827799023206
"F",57.9625694764295
"F",52.2067475130291
"F",60.1686790340025
"F",57.6836509229638
"F",63.2686353778536
"F",54.5018268149101
"F",58.9479893963749
"F",57.0458439184824
"F",58.7633800700191
"F",59.9506677458796
"F",50.8597882039424
"F",60.4162285623053
"F",62.8239921835669
"F",53.1008780842476
"F",58.40958671287
"F",59.4978113970431
"F",59.1589028773257
"F",57.3893131592973
"F",69.7203312055466
"F",56.802826210039
"F",68.3807420213631
"F",57.0103072703797
"F",56.539053463743
"F",62.0108355159188
"F",61.3881031761353
"F",59.6209489954967
"F",59.6178152318937
"F",53.8487543030736
"F",55.5743988397255
"F",58.4739539570305
"F",56.7859781727027
"F",61.2977845964836
"F",55.9991382206324
"F",65.9597216189028
"F",61.9059929914079
"F",69.4760720871977
"F",48.473421238192
"F",49.350750091485
"F",48.700023232217
"F",61.5651124376771
"F",55.5536909316615
"F",61.9719453120735
"F",66.2103227415321
"F",66.2785112691772
"F",58.0329809435671
"F",68.1779843636873
"F",55.7722763472528
"F",56.5740145084092
"F",58.1516980921223
"F",62.5482334268217
"F",65.1471429127365
"F",52.5553271999968
"F",70.8994680952518
"F",64.7235675965889
"F",53.4988023235279
"F",62.715557995436
"F",56.166143383301
"F",64.0791528413629
"F",47.5823238088711
"F",63.3863870364116
"F",62.1662236889795
"F",59.9280851534063
"F",61.2091571571147
"F",53.7660296163079
"F",57.3289002245312
"F",63.8452283462799
"F",68.6403432618347
"F",59.7630883680932
"F",56.2036453472492
"F",61.4292922529053
"F",54.6672752285818
"F",59.9589789451994
"F",63.0310478461216
"F",62.5435607074147
"F",48.5229552059234
"F",56.0106379648534
"F",60.6301509252061
"F",66.3684636153901
"F",62.1364502937286
"F",72.9342131292587
"F",50.462105190041
"F",66.7280981452935
"F",50.3732349498307
"F",56.2193980870501
"F",69.8808182150865
"F",59.2603801952788
"F",63.6816817750481
"F",64.0057424431062
"F",62.7554884118871
"F",64.9866774538328
"F",57.5586555564353
"F",72.2227994355568
"F",49.3146377423225
"F",56.8698277606878
"F",64.4338235087462
"F",66.1062894847229
"F",58.7526025777147
"F",61.9677519116193
"F",62.6497429212076
"F",48.3014046796324
"F",61.709056517338
"F",57.2731740151534
"F",58.8087723679616
"F",62.441535349643
"F",66.4520984575999
"F",50.5383844251194
"F",62.4261554944093
"F",60.5912748270272
"F",66.2578890323381
"F",49.7998772326562
"F",64.4199856897416
"F",63.7756275064061
"F",59.26193093034
"F",58.3939230909731
"F",56.3557877338159
"F",61.870452590886
"F",49.6168669976632
"F",62.3641263420883
"F",56.4413594874021
"F",65.0454330352298
"F",62.9522279454762
"F",54.6105163607577
"F",59.9465138280083
"F",59.0766115844433
"F",52.0428215670809
"F",62.3829584032294
"F",52.3296644515994
"F",58.9261278472516
"F",66.3887654620659
"F",56.8946052188214
"F",50.1560713314006
"F",56.9084961957222
"F",57.4314662921027
"F",57.8144567808798
"F",65.373506218565
"F",62.4932110838815
"F",72.6301866238476
"F",57.4026830638782
"F",62.4595775877288
"F",66.1026359818707
"F",63.2566122042814
"F",66.1541405145843
"F",61.3762719834654
"F",57.7178729917116
"F",60.1576482612952
"F",67.7326342916492
"F",60.734031422906
"F",53.6369817511495
"F",54.790959491367
"F",55.5477970365872
"F",59.5821017750053
"F",52.6878051709994
"F",66.9712674888339
"F",62.07378528068
"F",68.6691635960522
"F",64.4944700218647
"F",57.8092813554196
"F",62.0441171483923
"F",67.4366681422492
"F",50.5545551682105
"F",70.6977906596785
"F",55.9503411457253
"F",58.5560871327609
"F",63.9858442685002
"F",60.1940962979933
"F",58.7419097845014
"F",71.9834462882853
"F",59.3143731070017
"F",67.1958987208717
"F",64.7930089892946
"F",64.3783958072399
"F",61.7160565039689
"F",61.3548953309982
"F",69.7080233314121
"F",67.4318522601338
"F",57.6602164825223
"F",52.3860149897522
"F",61.646124713763
"F",53.4150864197574
"F",63.7214880218979
"F",51.6351144554611
"F",56.5980207816307
"F",68.8830433173449
"F",62.0147463154058
"F",63.159665363888
"F",61.2461492772316
"F",55.6909998600084
"F",72.003129954259
"F",57.2206673451397
"F",60.8690398279563
"F",62.1835805746627
"F",58.4166121441777
"F",58.1022471982344
"F",55.6876616948006
"F",61.1586111574706
"F",49.164686618312
"F",55.5794522910371
"F",61.146552263442
"F",68.0990808655446
"F",62.9552743984557
"F",65.8942871974769
"F",61.1265146395906
"F",55.7644013851493
"F",64.4728515565601
"F",62.2616086686554
"F",53.6701399944218
"F",57.2703663513153
"F",63.5188841352133
"F",51.7879747928715
"F",48.8003251175406
"F",56.9076126041592
"F",55.3742576415274
"F",58.3253606436348
"F",64.0756187226307
"F",60.9994130198135
"F",57.6553810376271
"F",63.2687317182694
"F",65.8087857566552
"F",59.802370662091
"F",63.3822771394288
"F",61.9006762040829
"F",61.1333891851906
"F",62.0759425610446
"F",58.5138913460178
"F",54.3227950885613
"F",54.6613571853451
"F",59.0175735241989
"F",60.8800663549675
"F",54.0335623954568
"F",63.1405273764068
"F",49.2810100880931
"F",58.2513632923008
"F",60.29622292867
"F",58.1307782588726
"F",66.1926582755277
"F",58.6459320062466
"F",59.746929641943
"F",53.7185337140066
"F",61.4227378801218
"F",51.2925251786719
"F",60.9072312527643
"F",53.0289444507301
"F",58.7356571612274
"F",53.956656326721
"F",52.1118216871983
"F",67.5305171887695
"F",56.6914266079656
"F",53.0204783264492
"F",66.9603189886056
"F",58.5260667268238
"F",67.5200649370969
"F",51.4935799450373
"F",64.3783670035754
"F",61.127459222191
"F",57.8505186865652
"F",66.3167257260205
"F",58.8739043053247
"F",59.7566185051936
"F",61.289794059411
"F",60.8608018729268
"F",57.8508622543036
"F",63.320532605533
"F",59.1934455347059
"F",56.7683872636599
"F",51.71926672402
"F",56.4402048252198
"F",55.3184048676441
"F",66.8817120653898
"F",59.7973576045465
"F",63.0510965973226
"F",52.4412489333486
"F",65.7489146766098
"F",62.9931666818432
"F",57.4492246271733
"F",61.7682773356691
"F",64.5477807760667
"F",60.6531499562384
"F",59.4437135247641
"F",57.7596309518178
"F",60.6881751130615
"F",60.4370674790022
"F",59.8712478906381
"F",57.22029596806
"F",60.3736257144816
"F",55.2025375559287
"F",59.7648184845072
"F",63.0611149857788
"F",60.7641955829637
"F",73.1955449336149
"F",50.7429487005309
"F",62.5426015821423
"F",58.091807169795
"F",62.7532211990011
"F",58.2439931576836
"F",64.3229363910476
"F",62.7053312394482
"F",61.1730800575215
"F",58.612121367945
"F",66.4779300079588
"F",52.2927197288756
"F",64.7409904630473
"F",59.1632466479689
"F",56.3580594426204
"F",58.6219549488933
"F",60.3980611849282
"F",62.1042474976021
"F",64.263804358328
"F",57.2478789183854
"F",64.9786032527125
"F",66.1848980961069
"F",63.6316933999062
"F",61.7608442906483
"F",66.3005974162713
"F",58.8857766367762
"F",63.0271324309405
"F",57.0214257445325
"F",68.7295702536721
"F",64.2499809356396
"F",51.0773422420147
"F",62.2094648192592
"F",46.5321601397001
"F",58.5155713116262
"F",61.0702346238511
"F",58.6781854795034
"F",53.855898294244
"F",61.6446830837828
"F",63.1267181038475
"F",54.5355919154393
"F",57.5275757898137
"F",75.5827404229152
"F",64.3491549869665
"F",57.9715290710443
"F",60.5844618590316
"F",62.68996504432
"F",68.9820723312526
"F",46.1117531341648
"F",53.7177321672051
"F",61.4474909300623
"F",57.8274371231438
"F",53.7101232340467
"F",61.0125326357501
"F",66.4644375518778
"F",54.0267566967912
"F",58.4021387845896
"F",59.8628151879699
"F",68.6724450619514
"F",67.4126271217284
"F",60.9870069177547
"F",62.6637660979612
"F",52.3421097561804
"F",61.9456516937132
"F",62.6162463909314
"F",58.0456197726208
"F",62.6246121537804
"F",63.5609729745958
"F",66.7437295812152
"F",60.3174229976134
"F",55.7609178478104
"F",59.1913308272678
"F",53.5343079665178
"F",62.6970388694517
"F",67.2464562198624
"F",56.8886595266146
"F",59.8480147652031
"F",61.0837647607199
"F",62.3511889511732
"F",61.5853850645093
"F",58.2050115155737
"F",64.2961165846211
"F",64.5120320394711
"F",61.4272286807708
"F",57.5391742751418
"F",60.8307449033696
"F",60.3417804315596
"F",60.1731575858159
"F",62.8616804624654
"F",63.8533499561153
"F",56.1146834589958
"F",66.583003472753
"F",52.1317807230866
"F",61.5677065891933
"F",64.470105883574
"F",62.0573640225184
"F",60.7481712062176
"F",62.2085994318845
"F",61.8159536674281
"F",68.5107953515218
"F",56.8830858285344
"F",48.4563123499964
"F",59.6116693734939
"F",59.5257801744153
"F",62.2916275126666
"F",64.0350540535511
"F",60.616211842292
"F",64.5528870006237
"F",63.4436865032609
"F",56.9345499362289
"F",63.2293314920766
"F",62.9163283949346
"F",63.5708752439434
"F",62.5636495539753
"F",58.7408473204223
"F",60.2891044431083
"F",65.5760294717938
"F",63.3663228128511
"F",53.4774247247492
"F",61.0216719484472
"F",61.0547408068799
"F",61.1727621093877
"F",55.3224030097296
"F",74.4287545927759
"F",61.9313947305514
"F",59.9453432004331
"F",66.6845698801874
"F",61.5323575674967
"F",58.9561945385789
"F",59.0116135877709
"F",60.7081138283817
"F",63.0911513776664
"F",62.6146561613592
"F",61.0411267107139
"F",55.9411352691233
"F",59.9084102857265
"F",62.6055442818335
"F",60.2425395995363
"F",62.1796972323853
"F",59.1663714595716
"F",55.4465435902992
"F",67.6557616382893
"F",60.7671411993797
"F",68.0873606636042
"F",57.9535787847754
"F",60.1653273515597
"F",61.4828418500509
"F",61.2256097023377
"F",50.4243072812246
"F",63.8764715343336
"F",61.1629545911423
"F",62.239402217912
"F",59.7118206119879
"F",63.7018448543174
"F",59.7740114019043
"F",55.2424100411142
"F",56.0262949474441
"F",58.9493467469769
"F",56.4874481570515
"F",51.5132845996789
"F",57.5373665607505
"F",62.948430650662
"F",62.0591527170509
"F",61.223667047477
"F",59.4501688085401
"F",62.6349224922355
"F",49.1140732100741
"F",52.6303817804962
"F",63.3800727974231
"F",65.1245416173473
"F",60.3977214515467
"F",54.060138352195
"F",62.1385565726664
"F",57.8438088673135
"F",64.041643704653
"F",56.5455012925866
"F",54.4522839317302
"F",57.8911022325082
"F",59.2883874528256
"F",58.6754282875667
"F",59.4826061029891
"F",57.1646358986883
"F",54.4391850655868
"F",60.3621205919622
"F",68.500421741194
"F",59.3066286041353
"F",64.2998278053538
"F",55.336059879782
"F",60.5986767606868
"F",59.6580213173735
"F",51.3143286188826
"F",62.2911038104067
"F",66.9446946860242
"F",60.1722609039519
"F",58.0709604786493
"F",62.1575590888811
"F",54.603211467847
"F",58.6222125546649
"F",64.1601886892867
"F",55.1133976160342
"F",55.5280326572281
"F",54.5402588005732
"F",61.1576840333419
"F",61.3685231048892
"F",48.152513821321
"F",63.8447379630321
"F",61.8483782696633
"F",60.6963514702942
"F",56.7028461795152
"F",65.6148688807505
"F",62.417149789044
"F",60.1804933851279
"F",49.6839729405641
"F",57.0852200263144
"F",64.4899235283734
"F",53.1159976033165
"F",67.7874062118429
"F",63.7305892982363
"F",58.2148749584517
"F",62.9857343405932
"F",56.0608595646895
"F",57.972097733786
"F",53.9175263507088
"F",56.7587196945049
"F",68.6562569455676
"F",53.5250774909729
"F",72.179326975539
"F",53.711987250013
"F",64.3681886371967
"F",57.5841090888637
"F",61.1319954192795
"F",62.4950469728561
"F",56.07037926292
"F",63.9382238625455
"F",51.3514887338321
"F",58.3680252784455
"F",59.2916017872803
"F",56.4371893409478
"F",60.1103820358073
"F",58.381341798739
"F",58.4383645561181
"F",63.4761427758277
"F",45.8620535896239
"F",60.4947730302486
"F",59.4560764457071
"F",57.8574720494248
"F",62.8819607042071
"F",60.3643679983937
"F",70.8668805428556
"F",51.9816719150321
"F",54.0786993387857
"F",60.613482426497
"F",50.9871875172762
"F",64.4968339364922
"F",51.8141338512901
"F",61.3492153749003
"F",69.5036811448534
"F",58.9723098041451
"F",57.0633549158029
"F",57.2829352269732
"F",59.044474410267
"F",59.4374892578898
"F",53.2526509770261
"F",66.0029347572772
"F",52.232342472335
"F",60.1668614569927
"F",54.8358481219248
"F",63.843952148804
"F",55.1482042638776
"F",59.395454657607
"F",64.3342519273723
"F",62.9821021680584
"F",46.3794131792935
"F",64.8889010964131
"F",64.1738427212684
"F",52.414744417966
"F",58.0253162081841
"F",57.8191063629254
"F",61.7678972197771
"F",72.1583236032382
"F",52.5961949664036
"F",53.8905316565505
"F",60.0795267336565
"F",63.1720680709429
"F",53.9333699491925
"F",60.7797583363068
"F",51.6422370945496
"F",53.2029384186324
"F",70.437268748396
"F",64.4483323648888
"F",59.0348296041761
"F",57.2267641341619
"F",54.780457125613
"F",61.0698098986124
"F",59.8832598811496
"F",60.6986673513587
"F",56.7985478875782
"F",66.6750777352839
"F",57.16105389926
"F",55.9966466829307
"F",58.8277522788093
"F",61.2302534131925
"F",58.1487594482164
"F",57.4453173232881
"F",58.6881936037045
"F",60.9735825405649
"F",53.6735724060883
"F",54.7339880169243
"F",64.1653688808288
"F",56.564161708518
"F",51.8839906608767
"F",54.6254960605017
"F",65.67461255878
"F",71.6327946966537
"F",41.4278244778391
"F",61.8618138779249
"F",63.3993628920064
"F",66.0449777002474
"F",60.5761738508587
"F",61.5301577975594
"F",56.2688398339368
"F",50.9390196225207
"F",46.0727353528996
"F",58.2582546240709
"F",53.7428867933181
"F",62.2006654890939
"F",60.7119793945389
"F",69.8391840261694
"F",61.9360062219865
"F",69.1640193243472
"F",59.8831093001768
"F",52.5905588683224
"F",50.6173811967399
"F",62.1127879302542
"F",60.9546689063753
"F",50.6508276911191
"F",59.5999358917158
"F",57.6517707513766
"F",51.6650260088754
"F",63.2871695483803
"F",57.1866418932039
"F",61.4918905760163
"F",60.8724241818869
"F",63.5070776004123
"F",63.4903704167213
"F",49.217070490158
"F",68.0474978467363
"F",64.2388018503932
"F",60.020026359431
"F",62.0307366817907
"F",67.5282499678818
"F",65.3623332800415
"F",61.5520339506623
"F",67.4666615726865
"F",58.7063157315745
"F",56.8728591176676
"F",64.0763881158487
"F",56.0578384274408
"F",52.5157815635953
"F",66.9675240614295
"F",60.2080302040876
"F",66.0128441354661
"F",69.7607266535938
"F",70.6885830896667
"F",68.7518973524219
"F",59.1982037768485
"F",59.8560018370773
"F",60.6216226967052
"F",55.0606973334324
"F",64.691648256906
"F",63.4038943778046
"F",66.5182222792444
"F",54.6141266219783
"F",59.5104723516815
"F",69.5415894369592
"F",65.7957893646642
"F",55.5287888209758
"F",59.595343176214
"F",66.6876478011709
"F",52.5901655939635
"F",62.9042120141538
"F",67.2743675008804
"F",66.4157110970615
"F",53.1821410132474
"F",59.7108637888617
"F",59.2414954308991
"F",60.9055505371735
"F",67.1243115089004
"F",56.5480023702788
"F",71.1995289250265
"F",56.1554430327873
"F",56.9656278386642
"F",55.3736614879041
"F",61.4758220181093
"F",63.582055545597
"F",60.4719988489792
"F",65.9503009492427
"F",64.532265111783
"F",59.4294600757077
"F",60.8042923582184
"F",66.7206774112474
"F",58.704522102675
"F",67.1848538969058
"F",58.4065068868414
"F",63.4471202968871
"F",58.2896602611242
"F",60.5466718148143
"F",62.7258303463054
"F",60.7785226753205
"F",53.3591391566806
"F",63.9554023170889
"F",53.3716679971325
"F",56.2408029347658
"F",56.7315107348852
"F",75.2124161313472
"F",61.2749921320284
"F",58.858151969615
"F",69.559487568345
"F",56.85064995685
"F",52.0098362989113
"F",64.5063093835965
"F",65.3746199118051
"F",60.6351858836894
"F",59.8084674865853
"F",65.8868270795989
"F",62.2305515165171
"F",63.0003950969142
"F",66.9870408350135
"F",53.6168002838665
"F",54.8681865876132
"F",58.5031397778272
"F",59.1404295291597
"F",66.5303671424662
"F",56.7717543776723
"F",63.3545054072002
"F",67.1929720628414
"F",64.7162619051648
"F",61.9818686290695
"F",66.8179544079917
"F",62.7938537762413
"F",59.7822771714869
"F",68.6947265659427
"F",58.0078987495245
"F",55.0344871393641
"F",63.8317076742885
"F",49.5076828065818
"F",57.6103917682119
"F",55.0298039226084
"F",63.3841335396785
"F",69.6599280565906
"F",62.5820167101365
"F",52.3306406533166
"F",49.4430685997121
"F",66.7558755175494
"F",64.6166180582585
"F",65.2772789802598
"F",57.1726701991201
"F",70.2297996795398
"F",65.9405311313686
"F",61.4077192763804
"F",55.406412832115
"F",61.8769473140823
"F",56.6454342399726
"F",60.7481736753432
"F",53.7779917887091
"F",61.2847322418525
"F",62.2809998814503
"F",56.5125536849208
"F",58.8253878735144
"F",60.7026931864692
"F",64.279467989811
"F",56.3309507276455
"F",58.5471153507289
"F",52.4288224005911
"F",61.6762437785824
"F",60.3166940322431
"F",65.3746143654258
"F",70.1306826173197
"F",53.901286943833
"F",58.6990050188561
"F",62.2144837700955
"F",58.3467836568313
"F",61.6396006388861
"F",60.0051132013255
"F",62.8751762553783
"F",62.706921728917
"F",56.3702159838343
"F",67.0180986477684
"F",58.2474168542847
"F",65.9564497287558
"F",55.658377716172
"F",49.5600223895176
"F",63.1358822701414
"F",62.3786196115392
"F",54.3825687237036
"F",62.9159912028252
"F",58.7625834193855
"F",58.8600029270813
"F",60.4907624643149
"F",62.4969155461395
"F",52.4186009853187
"F",56.6178847727395
"F",69.8942870636488
"F",58.1408248339324
"F",54.4916699508926
"F",57.1051283273748
"F",58.8763589738787
"F",62.4408236676922
"F",51.2809287552026
"F",65.5513541691089
"F",62.3783689637165
"F",62.6370284570932
"F",53.5653046200779
"F",53.7882978201511
"F",58.3793985957159
"F",64.208702583873
"F",64.9137376006795
"F",58.1445083838475
"F",70.1058704897086
"F",56.5701134389345
"F",67.9089823094879
"F",62.4025124619685
"F",54.7615394008084
"F",60.5210425918399
"F",49.4916239765975
"F",65.1713206112274
"F",57.2137861166517
"F",61.00034537946
"F",54.8150722607369
"F",53.2528799168346
"F",59.7577501953692
"F",61.9324182260256
"F",58.4381913894058
"F",61.393394050258
"F",56.5763515334331
"F",68.9334948522562
"F",65.6137362912896
"F",69.4214754320673
"F",61.5619034949973
"F",70.0283176116703
"F",58.1944590659316
"F",63.3547006982372
"F",66.6733736080517
"F",57.7205700159922
"F",55.7068247757033
"F",67.5872520260631
"F",68.475134819629
"F",61.2285840489582
"F",57.5413573751906
"F",62.6182451936217
"F",67.0081369391247
"F",70.5642746739862
"F",55.1483343260722
"F",60.5486336525028
"F",57.7332284687755
"F",62.1927273283311
"F",67.5506187088611
"F",64.0221047987524
"F",64.4478531527684
"F",63.494956377303
"F",66.7785174956395
"F",66.3864125253632
"F",64.5924669125112
"F",61.7742960988164
"F",65.8440710595585
"F",58.8961202260877
"F",56.8559738937502
"F",53.8270785719438
"F",62.449361597975
"F",64.4520607544452
"F",67.6133876840521
"F",64.5248512850907
"F",61.5864054190682
"F",62.3554955738852
"F",54.9668380903225
"F",55.2160012866715
"F",61.1622172941254
"F",49.8942517391471
"F",60.2488343884812
"F",64.0730843741794
"F",60.8169490070018
"F",50.7847913913727
"F",62.2433078310145
"F",64.1797391417488
"F",59.2325150116825
"F",60.6497292168289
"F",60.7815575721986
"F",63.3799635285554
"F",63.8878904155706
"F",62.6261491662179
"F",62.2173022723108
"F",62.8732262854539
"F",55.467880902193
"F",66.9558896912656
"F",60.2237445338862
"F",62.1829400360361
"F",49.3813557890817
"F",71.1261598533989
"F",63.4090616229891
"F",64.2365763253549
"F",61.7113822889872
"F",58.2047098879381
"F",59.7536567196878
"F",59.0685313643103
"F",59.9989420214469
"F",46.0818664145428
"F",64.7430574592265
"F",48.5567446947953
"F",61.0206439267658
"F",55.662190725823
"F",63.5145496801869
"F",49.6024840812104
"F",64.9868129820944
"F",58.5665344577555
"F",62.3688253028227
"F",58.7019565948493
"F",63.6603951556659
"F",57.777898831627
"F",58.2481857721704
"F",56.3627448822414
"F",65.9027185565565
"F",52.6705747025908
"F",57.2520415088326
"F",66.3238340114875
"F",63.4269953456189
"F",65.6047162526369
"F",59.0124776474493
"F",53.8470645346253
"F",56.8328909237888
"F",59.9626571234692
"F",53.0970492454038
"F",52.2847662385457
"F",62.2094718378886
"F",58.4325480510295
"F",67.9572268556241
"F",54.5273891843688
"F",53.1665182306832
"F",57.6912138908611
"F",63.3658109025402
"F",67.3031733049194
"F",65.1681558820959
"F",63.3348928022488
"F",64.7809521863032
"F",62.3156064786104
"F",61.3559388910044
"F",60.6583691529417
"F",59.4237686820427
"F",65.1917497207836
"F",57.0280241275245
"F",65.9539811082975
"F",58.5004404932832
"F",67.8593597471001
"F",66.3609589099183
"F",61.1034827065616
"F",63.0925866889169
"F",55.7329714553268
"F",60.386607099645
"F",47.1938914830635
"F",56.0555890317664
"F",62.3733190193671
"F",55.3917699183535
"F",56.3074687927601
"F",67.0006870077987
"F",65.0043644288396
"F",68.4020082118636
"F",57.2037116716297
"F",70.9976733328612
"F",50.5995663974442
"F",55.4112999229752
"F",54.4538929230804
"F",63.8742692395462
"F",65.0509901078835
"F",63.3121102770938
"F",66.104667571675
"F",61.993951446618
"F",55.2857771247836
"F",60.3726557232991
"F",58.7200199675028
"F",68.8394880022288
"F",69.5758123528607
"F",62.1162813454607
"F",60.3495927258084
"F",69.3098096145961
"F",59.5335508270178
"F",56.9236806568228
"F",59.3177934544252
"F",64.9898075672548
"F",65.4812795293145
"F",57.1063203419081
"F",51.6491829658848
"F",60.2338232386665
"F",65.8131017914351
"F",53.7828016150246
"F",72.1636019461047
"F",56.6837426600807
"F",50.9046401217093
"F",57.2177621579777
"F",66.2779882699534
"F",59.414645720675
"F",60.4142815898918
"F",62.3035510046804
"F",61.8157294548009
"F",58.7433754964585
"F",62.6414328110312
"F",57.3965270858373
"F",52.8144151988085
"F",62.9110562116824
"F",65.1745144753969
"F",69.1233666490647
"F",60.2331938134051
"F",59.0669085768374
"F",64.3207158531104
"F",64.3934064710315
"F",45.1516742905308
"F",59.7447170314265
"F",56.0143048446633
"F",63.4387197928312
"F",59.1181211484425
"F",64.3543657314976
"F",64.1161704585231
"F",64.1290586697473
"F",57.9994611126645
"F",67.8927092401093
"F",55.0713275195387
"F",66.5557558358478
"F",62.353714307513
"F",45.9301211429456
"F",66.3651884229231
"F",57.2900207989452
"F",61.0471374240371
"F",54.4308340266322
"F",56.4922578648042
"F",53.9195081568533
"F",60.4105751126899
"F",61.7540170202373
"F",58.8070826486177
"F",54.3628003255542
"F",64.4943472103981
"F",55.0322911000305
"F",53.1746057715223
"F",63.6422719423444
"F",66.7508270770874
"F",56.3550231340771
"F",58.5499603675071
"F",56.4842445983104
"F",57.9459217269367
"F",59.3345089053788
"F",60.3131318900836
"F",52.3866444745948
"F",56.2972090329095
"F",66.8104628696162
"F",55.1341753400504
"F",58.5578763030827
"F",56.8680906785731
"F",60.6335392918885
"F",63.3900955004914
"F",53.3700356492228
"F",57.7755998653165
"F",63.4257553091429
"F",62.0696768310956
"F",66.7800483238828
"F",52.2476519518036
"F",53.261044058141
"F",58.8615914599466
"F",56.6754260976649
"F",69.4987955161409
"F",63.0999186717134
"F",64.1036823568972
"F",60.3748414966078
"F",58.9680267157194
"F",54.0381183935574
"F",59.3606452382375
"F",55.1269945749938
"F",62.6368781549193
"F",67.9538059230526
"F",55.9040773978081
"F",56.7224106311286
"F",58.6254376591496
"F",53.2252981952836
"F",63.4799421359684
"F",64.6130150384188
"F",53.2944000143032
"F",57.2439555584414
"F",57.3803324234195
"F",66.847239839557
"F",50.2158350954448
"F",61.1088029441947
"F",58.7858650283517
"F",55.9503404473164
"F",65.7268366422231
"F",54.0333463393008
"F",53.4064866710655
"F",55.004153909309
"F",57.4100831971313
"F",64.6664745390125
"F",66.0626773539353
"F",60.7088183811264
"F",60.5733384241374
"F",62.733473961764
"F",56.5750909477811
"F",63.0205024388993
"F",50.256207850637
"F",50.2708926211657
"F",62.5195749768465
"F",57.2662953117494
"F",50.4041693706082
"F",61.6648953424631
"F",67.1521662979233
"F",47.0070791548057
"F",54.7567389784317
"F",56.3104926372763
"F",56.0851940823805
"F",56.0428818758054
"F",58.8707429988989
"F",68.6728260930542
"F",59.4837189639811
"F",61.9391209181003
"F",62.7615246787052
"F",65.6679434454045
"F",61.6994415046928
"F",67.6581166746208
"F",66.3733947458677
"F",63.6126715594156
"F",64.7079264590543
"F",48.0591240819167
"F",57.1356744793658
"F",67.378380677763
"F",69.0598103745131
"F",62.0692239181621
"F",61.18896186528
"F",61.1983845550507
"F",52.6161391718052
"F",64.1966950261867
"F",60.6133437223589
"F",66.2372011700263
"F",61.1093790230787
"F",60.2869692899722
"F",50.7418915981062
"F",61.5579593905931
"F",58.562319692877
"F",57.2785736427906
"F",62.2078962504538
"F",48.5514711734302
"F",54.7748920356171
"F",50.7938028140156
"F",62.3573086173807
"F",59.2555944554588
"F",57.8705071223282
"F",64.2303844185809
"F",63.4304548488613
"F",57.8496469273871
"F",53.698300163804
"F",61.3656313463398
"F",65.5422059527268
"F",65.730808270788
"F",55.7661730595225
"F",56.9174458635058
"F",51.271106785833
"F",64.8413791218696
"F",66.8989024621567
"F",64.6627473290413
"F",60.1136575424336
